Deal Unique Id,"From Currency ISO Code ""Ordering Currency""",To Currency ISO Code,Deal Timestamp,Deal Amount in Ordering Currency
67,DJF,MVR,17/02/2015 01:18:15,200
68,XCD,MUR,17/02/2015 01:18:15,200
69,DOP,MRO,17/02/2015 01:18:15,200
70,USD,MOP,17/02/2015 01:18:15,200
71,EGP,MNT,17/02/2015 01:18:15,200
72,SVC,MMK,17/02/2015 01:18:15,200
73,USD,MKD,17/02/2015 01:18:15,200
74,XAF,MGA,17/02/2015 01:18:15,200
75,ERN,MDL,17/02/2015 01:18:15,200
76,EUR,MAD,17/02/2015 01:18:15,200
77,ETB,LYD,17/02/2015 01:18:15,200
78,EUR,LSL,17/02/2015 01:18:15,200
79,FKP,LRD,17/02/2015 01:18:15,200
80,DKK,LKR,17/02/2015 01:18:15,200
81,FJD,LBP,17/02/2015 01:18:15,200
82,EUR,LAK,17/02/2015 01:18:15,200
83,EUR,KZT,17/02/2015 01:18:15,200
84,EUR,KYD,17/02/2015 01:18:15,200
85,XPF,KWD,17/02/2015 01:18:15,200
86,EUR,KRW,17/02/2015 01:18:15,200
87,XAF,KPW,17/02/2015 01:18:15,200
88,GMD,KMF,17/02/2015 01:18:15,200
89,GEL,KHR,17/02/2015 01:18:15,200
90,EUR,KGS,17/02/2015 01:18:15,200
91,GHS,KES,17/02/2015 01:18:15,200
92,GIP,JPY,17/02/2015 01:18:15,200
93,EUR,JOD,17/02/2015 01:18:15,200
94,DKK,JMD,17/02/2015 01:18:15,200
95,XCD,JEP,17/02/2015 01:18:15,200
96,EUR,ISK,17/02/2015 01:18:15,200
97,USD,IRR,17/02/2015 01:18:15,200
98,GTQ,IQD,17/02/2015 01:18:15,200
99,GBP,INR,17/02/2015 01:18:15,200
100,GNF,IMP,17/02/2015 01:18:15,200
101,XOF,ILS,17/02/2015 01:18:15,200
102,GYD,IDR,17/02/2015 01:18:15,200
103,HTG,HUF,17/02/2015 01:18:15,200
104,USD,HTG,17/02/2015 01:18:15,200
105,AUD,HRK,17/02/2015 01:18:15,200
106,EUR,HNL,17/02/2015 01:18:15,200
107,HNL,HKD,17/02/2015 01:18:15,200
108,HKD,GYD,17/02/2015 01:18:15,200
109,HUF,GTQ,17/02/2015 01:18:15,200
110,ISK,GNF,17/02/2015 01:18:15,200
111,INR,GMD,17/02/2015 01:18:15,200
112,IDR,GIP,17/02/2015 01:18:15,200
113,XDR,GHS,17/02/2015 01:18:15,200
114,IRR,GGP,17/02/2015 01:18:15,200
115,IQD,GEL,17/02/2015 01:18:15,200
116,EUR,GBP,17/02/2015 01:18:15,200
117,GBP,FKP,17/02/2015 01:18:15,200
118,ILS,FJD,17/02/2015 01:18:15,200
119,EUR,EUR,17/02/2015 01:18:15,200
120,JMD,ETB,17/02/2015 01:18:15,200
121,JPY,ERN,17/02/2015 01:18:15,200
122,GBP,EGP,17/02/2015 01:18:15,200
123,JOD,DZD,17/02/2015 01:18:15,200
124,KZT,DOP,17/02/2015 01:18:15,200
125,KES,DKK,17/02/2015 01:18:15,200
126,AUD,DJF,17/02/2015 01:18:15,200
127,KPW,CZK,17/02/2015 01:18:15,200
128,KRW,CVE,17/02/2015 01:18:15,200
129,KWD,CUP,17/02/2015 01:18:15,200
130,KGS,CUC,17/02/2015 01:18:15,200
131,LAK,CRC,17/02/2015 01:18:15,200
132,EUR,COP,17/02/2015 01:18:15,200
133,LBP,CNY,17/02/2015 01:18:15,200
134,LSL,CLP,17/02/2015 01:18:15,200
135,ZAR,CHF,17/02/2015 01:18:15,200
136,LRD,CDF,17/02/2015 01:18:15,200
137,LYD,CAD,17/02/2015 01:18:15,200
138,CHF,BZD,17/02/2015 01:18:15,200
139,EUR,BYN,17/02/2015 01:18:15,200
140,EUR,BWP,17/02/2015 01:18:15,200
141,MOP,BTN,17/02/2015 01:18:15,200
142,MKD,BSD,17/02/2015 01:18:15,200
143,MGA,BRL,17/02/2015 01:18:15,200
144,MWK,BOB,17/02/2015 01:18:15,200
145,MYR,BND,17/02/2015 01:18:15,200
146,MVR,BMD,17/02/2015 01:18:15,200
147,XOF,BIF,17/02/2015 01:18:15,200
148,EUR,BHD,17/02/2015 01:18:15,200
149,USD,BGN,17/02/2015 01:18:15,200
150,EUR,BDT,17/02/2015 01:18:15,200
151,MRO,BBD,17/02/2015 01:18:15,200
152,MUR,BAM,17/02/2015 01:18:15,200
153,EUR,AZN,17/02/2015 01:18:15,200
154,XUA,AWG,17/02/2015 01:18:15,200
155,MXN,AUD,17/02/2015 01:18:15,200
156,MXV,ARS,17/02/2015 01:18:15,200
157,USD,AOA,17/02/2015 01:18:15,200
158,MDL,ANG,17/02/2015 01:18:15,200
159,EUR,AMD,17/02/2015 01:18:15,200
160,MNT,ALL,17/02/2015 01:18:15,200
161,EUR,AFN,17/02/2015 01:18:15,200
162,XCD,AED,17/02/2015 01:18:15,200
163,MAD,ZWD,17/02/2015 01:18:15,100
164,MZN,ZMW,17/02/2015 01:18:15,100
165,MMK,ZAR,17/02/2015 01:18:15,100
166,NAD,YER,17/02/2015 01:18:15,100
167,ZAR,XPF,17/02/2015 01:18:15,100
168,AUD,XOF,17/02/2015 01:18:15,100
169,NPR,XDR,17/02/2015 01:18:15,100
170,EUR,XCD,17/02/2015 01:18:15,100
171,XPF,XAF,17/02/2015 01:18:15,100
172,NZD,WST,17/02/2015 01:18:15,100
173,NIO,VUV,17/02/2015 01:18:15,100
174,XOF,VND,17/02/2015 01:18:15,100
175,NGN,VEF,17/02/2015 01:18:15,100
176,NZD,UZS,17/02/2015 01:18:15,100
177,AUD,UYU,17/02/2015 01:18:15,100
178,USD,USD,17/02/2015 01:18:15,100
179,NOK,UGX,17/02/2015 01:18:15,100
180,OMR,UAH,17/02/2015 01:18:15,100
181,PKR,TZS,17/02/2015 01:18:15,100
182,USD,TWD,17/02/2015 01:18:15,100
183,,TVD,17/02/2015 01:18:15,100
184,PAB,TTD,17/02/2015 01:18:15,100
185,USD,TRY,17/02/2015 01:18:15,100
186,PGK,TOP,17/02/2015 01:18:15,100
187,PYG,TND,17/02/2015 01:18:15,100
188,PEN,TMT,17/02/2015 01:18:15,100
189,PHP,TJS,17/02/2015 01:18:15,100
190,NZD,THB,17/02/2015 01:18:15,100
191,PLN,SZL,17/02/2015 01:18:15,100
192,EUR,SYP,17/02/2015 01:18:15,100
193,USD,SVC,17/02/2015 01:18:15,100
194,QAR,STD,17/02/2015 01:18:15,100
195,EUR,SRD,17/02/2015 01:18:15,100
196,RON,SPL*,17/02/2015 01:18:15,100
197,RUB,SOS,17/02/2015 01:18:15,100
198,RWF,SLL,17/02/2015 01:18:15,100
199,EUR,SHP,17/02/2015 01:18:15,100
200,SHP,SGD,17/02/2015 01:18:15,200
201,XCD,SEK,17/02/2015 01:18:15,200
202,XCD,SDG,17/02/2015 01:18:15,200
203,EUR,SCR,17/02/2015 01:18:15,200
204,EUR,SBD,17/02/2015 01:18:15,200
205,XCD,SAR,17/02/2015 01:18:15,200
206,WST,RWF,17/02/2015 01:18:15,200
207,EUR,RUB,17/02/2015 01:18:15,200
208,STD,RSD,17/02/2015 01:18:15,200
209,SAR,RON,17/02/2015 01:18:15,200
210,XOF,QAR,17/02/2015 01:18:15,200
211,RSD,PYG,17/02/2015 01:18:15,200
212,SCR,PLN,17/02/2015 01:18:15,200
213,SLL,PKR,17/02/2015 01:18:15,200
214,SGD,PHP,17/02/2015 01:18:15,200
215,ANG,PGK,17/02/2015 01:18:15,200
216,XSU,PEN,17/02/2015 01:18:15,200
217,EUR,PAB,17/02/2015 01:18:15,200
218,EUR,OMR,17/02/2015 01:18:15,200
219,SBD,NZD,17/02/2015 01:18:15,200
220,SOS,NPR,17/02/2015 01:18:15,200
221,ZAR,NOK,17/02/2015 01:18:15,200
222,,NIO,17/02/2015 01:18:15,200
223,SSP,NGN,17/02/2015 01:18:15,200
224,EUR,NAD,17/02/2015 01:18:15,200
225,LKR,MZN,17/02/2015 01:18:15,200
226,SDG,MYR,17/02/2015 01:18:15,200
227,SRD,MXN,17/02/2015 01:18:15,200
228,NOK,MWK,17/02/2015 01:18:15,200
229,SZL,MVR,17/02/2015 01:18:15,200
230,SEK,MUR,17/02/2015 01:18:15,200
231,CHF,MRO,17/02/2015 01:18:15,200
232,CHE,MOP,17/02/2015 01:18:15,200
233,CHW,MNT,17/02/2015 01:18:15,200
234,SYP,MMK,17/02/2015 01:18:15,200
235,TWD,MKD,17/02/2015 01:18:15,200
236,TJS,MGA,17/02/2015 01:18:15,200
237,TZS,MDL,17/02/2015 01:18:15,200
238,THB,MAD,17/02/2015 01:18:15,200
239,USD,LYD,17/02/2015 01:18:15,200
240,XOF,LSL,17/02/2015 01:18:15,200
241,NZD,LRD,17/02/2015 01:18:15,200
242,TOP,LKR,17/02/2015 01:18:15,200
243,TTD,LBP,17/02/2015 01:18:15,200
244,TND,LAK,17/02/2015 01:18:15,200
245,TRY,KZT,17/02/2015 01:18:15,200
246,TMT,KYD,17/02/2015 01:18:15,200
247,USD,KWD,17/02/2015 01:18:15,200
248,AUD,KRW,17/02/2015 01:18:15,200
249,UGX,KPW,17/02/2015 01:18:15,200
250,UAH,KMF,17/02/2015 01:18:15,200
251,AED,KHR,17/02/2015 01:18:15,200
252,GBP,KGS,17/02/2015 01:18:15,200
253,USD,KES,17/02/2015 01:18:15,200
254,USD,JPY,17/02/2015 01:18:15,200
255,USN,JOD,17/02/2015 01:18:15,200
256,UYU,JMD,17/02/2015 01:18:15,200
257,UYI,JEP,17/02/2015 01:18:15,200
258,UZS,ISK,17/02/2015 01:18:15,200
259,VUV,IRR,17/02/2015 01:18:15,200
260,VEF,IQD,17/02/2015 01:18:15,200
261,VND,INR,17/02/2015 01:18:15,200
262,USD,IMP,17/02/2015 01:18:15,200
263,USD,ILS,17/02/2015 01:18:15,200
264,XPF,IDR,17/02/2015 01:18:15,200
265,MAD,HUF,17/02/2015 01:18:15,200
266,YER,HTG,17/02/2015 01:18:15,200
267,ZMW,HRK,17/02/2015 01:18:15,200
268,ZWL,HNL,17/02/2015 01:18:15,200
269,XBA,HKD,17/02/2015 01:18:15,200
270,XBB,GYD,17/02/2015 01:18:15,200
271,XBC,GTQ,17/02/2015 01:18:15,200
272,XBD,GNF,17/02/2015 01:18:15,200
273,XTS,GMD,17/02/2015 01:18:15,200
274,XXX,GIP,17/02/2015 01:18:15,200
275,XAU,GHS,17/02/2015 01:18:15,200
276,XPD,GGP,17/02/2015 01:18:15,200
277,XPT,GEL,17/02/2015 01:18:15,200
278,XAG,GBP,17/02/2015 01:18:15,200
279,AFN,FKP,17/02/2015 01:18:15,200
280,EUR,FJD,17/02/2015 01:18:15,200
281,ALL,EUR,17/02/2015 01:18:15,200
282,DZD,ETB,17/02/2015 01:18:15,200
283,USD,ERN,17/02/2015 01:18:15,200
284,EUR,EGP,17/02/2015 01:18:15,200
285,AOA,DZD,17/02/2015 01:18:15,200
286,XCD,DOP,17/02/2015 01:18:15,200
287,,DKK,17/02/2015 01:18:15,200
288,XCD,DJF,17/02/2015 01:18:15,200
289,ARS,CZK,17/02/2015 01:18:15,200
290,AMD,CVE,17/02/2015 01:18:15,200
291,AWG,CUP,17/02/2015 01:18:15,200
292,AUD,CUC,17/02/2015 01:18:15,200
293,EUR,CRC,17/02/2015 01:18:15,200
294,AZN,COP,17/02/2015 01:18:15,200
295,BSD,CNY,17/02/2015 01:18:15,200
296,BHD,CLP,17/02/2015 01:18:15,200
297,BDT,CHF,17/02/2015 01:18:15,200
298,BBD,CDF,17/02/2015 01:18:15,200
299,BYN,CAD,17/02/2015 01:18:15,200
300,EUR,BZD,17/02/2015 01:18:15,200
301,BZD,BYN,17/02/2015 01:18:15,200
302,XOF,BWP,17/02/2015 01:18:15,200
303,BMD,BTN,17/02/2015 01:18:15,200
304,INR,BSD,17/02/2015 01:18:15,200
305,BTN,BRL,17/02/2015 01:18:15,200
306,BOB,BOB,17/02/2015 01:18:15,200
307,BOV,BND,17/02/2015 01:18:15,200
308,USD,BMD,17/02/2015 01:18:15,200
309,BAM,BIF,17/02/2015 01:18:15,200
310,BWP,BHD,17/02/2015 01:18:15,200
311,NOK,BGN,17/02/2015 01:18:15,200
312,BRL,BDT,17/02/2015 01:18:15,200
313,USD,BBD,17/02/2015 01:18:15,200
314,BND,BAM,17/02/2015 01:18:15,200
315,BGN,AZN,17/02/2015 01:18:15,200
316,XOF,AWG,17/02/2015 01:18:15,200
317,BIF,AUD,17/02/2015 01:18:15,200
318,CVE,ARS,17/02/2015 01:18:15,200
319,KHR,AOA,17/02/2015 01:18:15,200
320,XAF,ANG,17/02/2015 01:18:15,200
321,CAD,AMD,17/02/2015 01:18:15,200
322,KYD,ALL,17/02/2015 01:18:15,200
323,XAF,AFN,17/02/2015 01:18:15,200
324,XAF,AED,17/02/2015 01:18:15,200
325,CLP,ZWD,17/02/2015 01:18:15,100
326,CLF,ZMW,17/02/2015 01:18:15,100
327,CNY,ZAR,17/02/2015 01:18:15,100
328,AUD,YER,17/02/2015 01:18:15,100
329,AUD,XPF,17/02/2015 01:18:15,100
330,COP,XOF,17/02/2015 01:18:15,100
331,COU,XDR,17/02/2015 01:18:15,100
332,KMF,XCD,17/02/2015 01:18:15,100
333,CDF,XAF,17/02/2015 01:18:15,100
334,XAF,WST,17/02/2015 01:18:15,100
335,NZD,VUV,17/02/2015 01:18:15,100
336,CRC,VND,17/02/2015 01:18:15,100
337,XOF,VEF,17/02/2015 01:18:15,100
338,HRK,UZS,17/02/2015 01:18:15,100
339,CUP,UYU,17/02/2015 01:18:15,100
340,CUC,USD,17/02/2015 01:18:15,100
341,ANG,UGX,17/02/2015 01:18:15,100
342,EUR,UAH,17/02/2015 01:18:15,100
343,CZK,TZS,17/02/2015 01:18:15,100
344,DKK,TWD,17/02/2015 01:18:15,100
345,DJF,TVD,17/02/2015 01:18:15,100
346,XCD,TTD,17/02/2015 01:18:15,100
347,DOP,TRY,17/02/2015 01:18:15,100
348,USD,TOP,17/02/2015 01:18:15,100
349,EGP,TND,17/02/2015 01:18:15,100
350,SVC,TMT,17/02/2015 01:18:15,100
351,USD,TJS,17/02/2015 01:18:15,100
352,XAF,THB,17/02/2015 01:18:15,100
353,ERN,SZL,17/02/2015 01:18:15,100
354,EUR,SYP,17/02/2015 01:18:15,100
355,ETB,SVC,17/02/2015 01:18:15,100
356,EUR,STD,17/02/2015 01:18:15,100
357,FKP,SRD,17/02/2015 01:18:15,100
358,DKK,SPL*,17/02/2015 01:18:15,100
359,FJD,SOS,17/02/2015 01:18:15,100
360,EUR,SLL,17/02/2015 01:18:15,100
361,EUR,SHP,17/02/2015 01:18:15,100
362,EUR,SGD,17/02/2015 01:18:15,200
363,XPF,SEK,17/02/2015 01:18:15,200
364,EUR,SDG,17/02/2015 01:18:15,200
365,XAF,SCR,17/02/2015 01:18:15,200
366,GMD,SBD,17/02/2015 01:18:15,200
367,GEL,SAR,17/02/2015 01:18:15,200
368,EUR,RWF,17/02/2015 01:18:15,200
369,GHS,RUB,17/02/2015 01:18:15,200
370,GIP,RSD,17/02/2015 01:18:15,200
371,EUR,RON,17/02/2015 01:18:15,200
372,DKK,QAR,17/02/2015 01:18:15,200
373,XCD,PYG,17/02/2015 01:18:15,200
374,EUR,PLN,17/02/2015 01:18:15,200
375,USD,PKR,17/02/2015 01:18:15,200
376,GTQ,PHP,17/02/2015 01:18:15,200
377,GBP,PGK,17/02/2015 01:18:15,200
378,GNF,PEN,17/02/2015 01:18:15,200
379,XOF,PAB,17/02/2015 01:18:15,200
380,GYD,OMR,17/02/2015 01:18:15,200
381,HTG,NZD,17/02/2015 01:18:15,200
382,USD,NPR,17/02/2015 01:18:15,200
383,AUD,NOK,17/02/2015 01:18:15,200
384,EUR,NIO,17/02/2015 01:18:15,200
385,HNL,NGN,17/02/2015 01:18:15,200
386,HKD,NAD,17/02/2015 01:18:15,200
387,HUF,MZN,17/02/2015 01:18:15,200
388,ISK,MYR,17/02/2015 01:18:15,200
389,INR,MXN,17/02/2015 01:18:15,200
390,IDR,MWK,17/02/2015 01:18:15,200
391,XDR,MVR,17/02/2015 01:18:15,200
392,IRR,MUR,17/02/2015 01:18:15,200
393,IQD,MRO,17/02/2015 01:18:15,200
394,EUR,MOP,17/02/2015 01:18:15,200
395,GBP,MNT,17/02/2015 01:18:15,200
396,ILS,MMK,17/02/2015 01:18:15,200
397,EUR,MKD,17/02/2015 01:18:15,200
398,JMD,MGA,17/02/2015 01:18:15,200
399,JPY,MDL,17/02/2015 01:18:15,200
400,GBP,MAD,17/02/2015 01:18:15,200
401,JOD,LYD,17/02/2015 01:18:15,200
402,KZT,LSL,17/02/2015 01:18:15,200
403,KES,LRD,17/02/2015 01:18:15,200
404,AUD,LKR,17/02/2015 01:18:15,200
405,KPW,LBP,17/02/2015 01:18:15,200
406,KRW,LAK,17/02/2015 01:18:15,200
407,KWD,KZT,17/02/2015 01:18:15,200
408,KGS,KYD,17/02/2015 01:18:15,200
409,LAK,KWD,17/02/2015 01:18:15,200
410,EUR,KRW,17/02/2015 01:18:15,200
411,LBP,KPW,17/02/2015 01:18:15,200
412,LSL,KMF,17/02/2015 01:18:15,200
413,ZAR,KHR,17/02/2015 01:18:15,200
414,LRD,KGS,17/02/2015 01:18:15,200
415,LYD,KES,17/02/2015 01:18:15,200
416,CHF,JPY,17/02/2015 01:18:15,200
417,EUR,JOD,17/02/2015 01:18:15,200
418,EUR,JMD,17/02/2015 01:18:15,200
419,MOP,JEP,17/02/2015 01:18:15,200
420,MKD,ISK,17/02/2015 01:18:15,200
421,MGA,IRR,17/02/2015 01:18:15,200
422,MWK,IQD,17/02/2015 01:18:15,200
423,MYR,INR,17/02/2015 01:18:15,200
424,MVR,IMP,17/02/2015 01:18:15,200
425,XOF,ILS,17/02/2015 01:18:15,200
426,EUR,IDR,17/02/2015 01:18:15,200
427,USD,HUF,17/02/2015 01:18:15,200
428,EUR,HTG,17/02/2015 01:18:15,200
429,MRO,HRK,17/02/2015 01:18:15,200
430,MUR,HNL,17/02/2015 01:18:15,200
431,EUR,HKD,17/02/2015 01:18:15,200
432,XUA,GYD,17/02/2015 01:18:15,200
433,MXN,GTQ,17/02/2015 01:18:15,200
434,MXV,GNF,17/02/2015 01:18:15,200
435,USD,GMD,17/02/2015 01:18:15,200
436,MDL,GIP,17/02/2015 01:18:15,200
437,EUR,GHS,17/02/2015 01:18:15,200
438,MNT,GGP,17/02/2015 01:18:15,200
439,EUR,GEL,17/02/2015 01:18:15,200
440,XCD,GBP,17/02/2015 01:18:15,200
441,MAD,FKP,17/02/2015 01:18:15,200
442,MZN,FJD,17/02/2015 01:18:15,200
443,MMK,EUR,17/02/2015 01:18:15,200
444,NAD,ETB,17/02/2015 01:18:15,200
445,ZAR,ERN,17/02/2015 01:18:15,200
446,AUD,EGP,17/02/2015 01:18:15,200
447,NPR,DZD,17/02/2015 01:18:15,200
448,EUR,DOP,17/02/2015 01:18:15,200
449,XPF,DKK,17/02/2015 01:18:15,200
450,NZD,DJF,17/02/2015 01:18:15,200
451,NIO,CZK,17/02/2015 01:18:15,200
452,XOF,CVE,17/02/2015 01:18:15,200
453,NGN,CUP,17/02/2015 01:18:15,200
454,NZD,CUC,17/02/2015 01:18:15,200
455,AUD,CRC,17/02/2015 01:18:15,200
456,USD,COP,17/02/2015 01:18:15,200
457,NOK,CNY,17/02/2015 01:18:15,200
458,OMR,CLP,17/02/2015 01:18:15,200
459,PKR,CHF,17/02/2015 01:18:15,200
460,USD,CDF,17/02/2015 01:18:15,200
461,,CAD,17/02/2015 01:18:15,200
462,PAB,BZD,17/02/2015 01:18:15,200
463,USD,BYN,17/02/2015 01:18:15,200
464,PGK,BWP,17/02/2015 01:18:15,200
465,PYG,BTN,17/02/2015 01:18:15,200
466,PEN,BSD,17/02/2015 01:18:15,200
467,PHP,BRL,17/02/2015 01:18:15,200
468,NZD,BOB,17/02/2015 01:18:15,200
469,PLN,BND,17/02/2015 01:18:15,200
470,EUR,BMD,17/02/2015 01:18:15,200
471,USD,BIF,17/02/2015 01:18:15,200
472,QAR,BHD,17/02/2015 01:18:15,200
473,EUR,BGN,17/02/2015 01:18:15,200
474,RON,BDT,17/02/2015 01:18:15,200
475,RUB,BBD,17/02/2015 01:18:15,200
476,RWF,BAM,17/02/2015 01:18:15,200
477,EUR,AZN,17/02/2015 01:18:15,200
478,SHP,AWG,17/02/2015 01:18:15,200
479,XCD,AUD,17/02/2015 01:18:15,200
480,XCD,ARS,17/02/2015 01:18:15,200
481,EUR,AOA,17/02/2015 01:18:15,200
482,EUR,ANG,17/02/2015 01:18:15,200
483,XCD,AMD,17/02/2015 01:18:15,200
484,WST,ALL,17/02/2015 01:18:15,200
485,EUR,AFN,17/02/2015 01:18:15,200
486,STD,AED,17/02/2015 01:18:15,200
487,SAR,ZWD,17/02/2015 01:18:15,100
488,XOF,ZMW,17/02/2015 01:18:15,100
489,RSD,ZAR,17/02/2015 01:18:15,100
490,SCR,YER,17/02/2015 01:18:15,100
491,SLL,XPF,17/02/2015 01:18:15,100
492,SGD,XOF,17/02/2015 01:18:15,100
493,ANG,XDR,17/02/2015 01:18:15,100
494,XSU,XCD,17/02/2015 01:18:15,100
495,EUR,XAF,17/02/2015 01:18:15,100
496,EUR,WST,17/02/2015 01:18:15,100
497,SBD,VUV,17/02/2015 01:18:15,100
498,SOS,VND,17/02/2015 01:18:15,100
499,ZAR,VEF,17/02/2015 01:18:15,100
500,,UZS,17/02/2015 01:18:15,100
501,SSP,UYU,17/02/2015 01:18:15,100
502,EUR,USD,17/02/2015 01:18:15,100
503,LKR,UGX,17/02/2015 01:18:15,100
504,SDG,UAH,17/02/2015 01:18:15,100
505,SRD,TZS,17/02/2015 01:18:15,100
506,NOK,TWD,17/02/2015 01:18:15,100
507,SZL,TVD,17/02/2015 01:18:15,100
508,SEK,TTD,17/02/2015 01:18:15,100
509,CHF,TRY,17/02/2015 01:18:15,100
510,CHE,TOP,17/02/2015 01:18:15,100
511,CHW,TND,17/02/2015 01:18:15,100
512,SYP,TMT,17/02/2015 01:18:15,100
513,TWD,TJS,17/02/2015 01:18:15,100
514,TJS,THB,17/02/2015 01:18:15,100
515,TZS,SZL,17/02/2015 01:18:15,100
516,THB,SYP,17/02/2015 01:18:15,100
517,USD,SVC,17/02/2015 01:18:15,100
518,XOF,STD,17/02/2015 01:18:15,100
519,NZD,SRD,17/02/2015 01:18:15,100
520,TOP,SPL*,17/02/2015 01:18:15,100
521,TTD,SOS,17/02/2015 01:18:15,100
522,TND,SLL,17/02/2015 01:18:15,100
523,TRY,SHP,17/02/2015 01:18:15,100
524,TMT,SGD,17/02/2015 01:18:15,200
525,USD,SEK,17/02/2015 01:18:15,200
526,AUD,SDG,17/02/2015 01:18:15,200
527,UGX,SCR,17/02/2015 01:18:15,200
528,UAH,SBD,17/02/2015 01:18:15,200
529,AED,SAR,17/02/2015 01:18:15,200
530,GBP,RWF,17/02/2015 01:18:15,200
531,USD,RUB,17/02/2015 01:18:15,200
532,USD,RSD,17/02/2015 01:18:15,200
533,USN,RON,17/02/2015 01:18:15,200
534,UYU,QAR,17/02/2015 01:18:15,200
535,UYI,PYG,17/02/2015 01:18:15,200
536,UZS,PLN,17/02/2015 01:18:15,200
537,VUV,PKR,17/02/2015 01:18:15,200
538,VEF,PHP,17/02/2015 01:18:15,200
539,VND,PGK,17/02/2015 01:18:15,200
540,USD,PEN,17/02/2015 01:18:15,200
541,USD,PAB,17/02/2015 01:18:15,200
542,XPF,OMR,17/02/2015 01:18:15,200
543,MAD,NZD,17/02/2015 01:18:15,200
544,YER,NPR,17/02/2015 01:18:15,200
545,ZMW,NOK,17/02/2015 01:18:15,200
546,ZWL,NIO,17/02/2015 01:18:15,200
547,XBA,NGN,17/02/2015 01:18:15,200
548,XBB,NAD,17/02/2015 01:18:15,200
549,XBC,MZN,17/02/2015 01:18:15,200
550,XBD,MYR,17/02/2015 01:18:15,200
551,XTS,MXN,17/02/2015 01:18:15,200
552,XXX,MWK,17/02/2015 01:18:15,200
553,XAU,MVR,17/02/2015 01:18:15,200
554,XPD,MUR,17/02/2015 01:18:15,200
555,XPT,MRO,17/02/2015 01:18:15,200
556,XAG,MOP,17/02/2015 01:18:15,200
557,AFN,MNT,17/02/2015 01:18:15,200
558,EUR,MMK,17/02/2015 01:18:15,200
